"CD163"
"IHH"
"KCNA3"
"TJP3"
"C11orf16"
"IRF1"
"CDKN1A"
"IGFBPL1"
"IFITM2"
"IL8"
"SLC15A3"
"BACE2"
"A-575C2.4"
"LILRA2"
"JMJD6"
"FXYD2"
"EPHA5"
"FRMPD2"
"FZD9"
"PRSS42"
"TEAD4"
"UGT2B17"
"SOST"
